gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability
0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,6140.85,0,0.03474639725125166
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,48.45,48.45,0,0.3432379970372985
0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,19.35,309.25,0,0.0031833089943242117
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,201.1,1,0.5305560684024041
1,1,1,1,71,1,0,1,2,2,2,0,0,0,1,1,0,86.7,6179.35,0,0.02181438893874628
1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2838.7,1,0.18568032371510496
1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,0,0.4296971239127942
0,0,0,0,55,1,2,1,2,0,2,0,0,0,1,1,1,84.25,4589.85,0,0.07453713277818262
1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45,0,0.04062661426354177
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,0.7680768243863249
0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.2,477.55,0,0.44720496151604333
1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2553.7,0,0.004548553578065085
0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,24.75,1342.15,0,0.013531566185158791
1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,1216.35,0,0.02509325946602816
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,0,1,105.0,7578.05,0,0.053973594239831835
1,0,1,0,44,1,0,0,2,2,0,2,0,0,1,1,0,59.85,2603.95,0,0.02062498731045376
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7,0,0.06502313665105248
0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,92.15,6056.9,0,0.12390570497025936
1,0,1,1,68,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2983.65,0,0.08697967801361933
0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35,0,0.018541087058108197
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,2025.1,0,0.6998379299712865
1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,1747.2,0,0.21535328269302415
0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,4657.95,0,0.015090052301833792
1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,34.7,296.1,1,0.3949426834323836
1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,8016.6,0,0.03211889348662151
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.1,81.1,1,0.869243791562929
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,433.5,0,0.006987753717488096
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,1,0.4862404596484798
0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,6428.4,1,0.2837834901793765
0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,5883.85,0,0.009175791317113987
0,1,0,0,14,1,0,1,2,2,0,0,0,0,0,0,2,78.85,1043.8,0,0.28340457903881905
1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,6252.9,1,0.49085720456854415
1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1857.25,0,0.24606449081693801
1,0,0,0,4,0,1,0,2,2,0,2,0,0,0,0,3,42.4,146.4,0,0.2661681623702126
0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,240.45,1,0.7934573553759291
1,0,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1724.15,0,0.010132796482286151
0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,1,0.7665747741364589
1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,0,0.0441451056216655
1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,19.6,356.15,0,0.07878866139143527
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,488.25,0,0.031908049163997164
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,1,0.6660651474321505
0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,1298.7,0,0.0035481254414361334
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,1378.75,0,0.004591108584296813
1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.8,973.45,1,0.5430603621744842
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25,0,0.6477087034131951
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.4,8543.25,0,0.004374998021143549
0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.65,389.95,0,0.2319838904934387
1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,5731.85,0,0.07006062136656845
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.65,20.65,0,0.1409428376457961
0,1,1,0,56,1,2,1,0,0,0,2,0,0,0,1,0,76.85,4275.75,0,0.18405368041514747
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.15,84.5,0,0.09622895209887204
1,0,0,0,35,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1,0,0.007466583231783914
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85,1,0.4389567586184188
1,0,1,0,72,1,2,0,0,2,2,0,2,2,2,0,0,82.15,5784.3,0,0.01844099481489439
0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,5166.2,0,0.07401091850083606
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,4060.55,0,0.12521216865946705
0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,83.9,267.4,1,0.7807656098058202
0,0,1,1,37,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3532.85,0,0.3047767622313135
1,0,1,0,61,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4914.8,0,0.13410556309294022
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,1,1,74.8,5315.8,0,0.06170215446270809
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85,1,0.8419621492914944
0,0,0,0,41,1,0,2,1,1,1,1,1,1,0,0,2,20.45,775.6,0,0.04763659130883753
1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,5445.95,0,0.08836619249039292
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.55,53.55,1,0.6037162807705488
1,0,0,0,51,1,0,2,1,1,1,1,1,1,1,0,2,19.1,1007.8,0,0.017962673220563087
0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,833.55,0,0.004590220672835759
0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05,1,0.13208423912213466
1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1004.5,0,0.049354587330966516
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,2,113.15,7856.0,1,0.03734193467363951
0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,24.0,1183.05,0,0.026779117016296254
0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,1,0.41001007567862646
1,0,1,0,11,1,2,1,0,2,0,0,0,0,0,1,0,80.5,896.9,1,0.6900050931424704
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,1,0.2895912652562918
0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,19.15,501.35,0,0.002413474557014451
0,1,0,0,46,1,0,1,0,2,2,0,2,0,1,1,0,91.3,4126.35,0,0.10542681901687974
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,1,0.752859622086486
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,1,0.10271202952440793
1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,477.6,0,0.023704450513476565
1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,1,0.7107126119298108
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.75,265.75,0,0.005747357306717899
1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2424.45,0,0.0561883916146626
0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1849.95,0,0.4705919257218051
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,61.05,0,0.06311116405383896
0,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,0,26.5,1698.55,0,0.006521052345944481
1,1,0,0,22,1,2,1,0,0,0,2,2,0,0,1,0,90.5,1910.6,1,0.3744455552341047
0,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,1,19.15,998.1,0,0.004022660231113934
1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,1,0.6743184274519726
1,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,69.95,529.5,1,0.4562563985896655
0,0,1,1,35,0,1,0,0,0,0,2,2,0,1,0,3,40.9,1383.6,0,0.031005707899905012
1,0,0,0,6,1,0,0,2,0,2,2,2,2,2,1,3,80.25,493.4,0,0.0515558006133599
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,1,0.47587382824055846
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0,0,0.4080852372258787
1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,563.5,0,0.27621281164969946
1,0,0,1,15,1,0,0,0,0,2,2,0,0,1,0,1,55.2,864.55,0,0.043247798793852224
0,1,0,0,40,0,1,0,2,2,0,0,2,2,0,1,2,55.8,2109.35,1,0.512725226977121
0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0,0.05262719737319012
1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25,1,0.29873865028935215
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,1,0.7646793877429475
0,1,1,0,58,1,2,1,0,0,0,2,2,2,0,1,0,100.4,5749.8,0,0.3315404834041484
0,0,0,0,45,1,0,0,2,2,0,2,0,0,1,1,1,62.55,2796.45,0,0.03113271783530801
0,0,1,1,72,1,2,0,2,2,2,2,0,0,2,1,0,70.45,5165.7,0,0.0029772641592414302
1,0,1,1,68,1,2,1,2,2,0,0,0,0,1,1,0,85.5,5696.6,0,0.06791937131387574
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1,0.11372621948020012
0,0,1,1,38,1,0,0,2,2,0,0,0,0,0,0,2,54.5,2076.05,0,0.1229587322971183
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.75,44.2,0,0.09175256091747855
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,0,0.07317245621074239
0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1859.5,0,0.21170495463448455
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,104.8,7470.1,0,0.16846445264385795
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5,1,0.7581068810120739
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,1,0.7138727147108299
1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9,0,0.11258808263821383
1,1,1,0,62,1,2,1,0,2,0,0,0,2,0,1,0,89.8,5629.55,0,0.2010702087238743
0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,20.55,469.85,0,0.054665346197614574
0,0,0,0,11,1,0,0,2,0,2,0,0,2,0,0,0,64.05,733.95,0,0.1392043395340161
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.85,485.25,0,0.7670502779615856
0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5,1,0.6566249391555182
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,1,0.7460461505945984
0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45,1,0.6276624512933731
1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,25.0,78.25,0,0.5788817610828848
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1131.5,0,0.022559969174487868
1,0,0,1,6,1,2,2,1,1,1,1,1,1,0,0,3,26.35,184.05,0,0.10201042627168325
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,1,0.8112823143077503
0,0,1,0,22,1,0,0,0,2,2,0,0,0,0,1,3,54.7,1178.75,0,0.21948870056752828
1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,1,0.3689233529979992
1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,90.25,5629.15,0,0.0996094408336244
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,19.95,1,0.6009384719778756
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,109.3,0,0.09929779851182262
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,1,0.8596126135916254
1,0,0,1,39,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45,0,0.04350742240317882
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,403.15,0,0.008786362672870222
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,1,0.5858625346658883
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,1,0.7907845706296597
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,4392.5,0,0.02678290953452475
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.25,19.25,1,0.26042362355755266
0,0,1,0,46,1,0,0,0,2,0,0,2,2,0,1,1,69.1,3168.0,0,0.1726808744200568
0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,39.1,1096.6,0,0.12389017466957741
0,0,1,0,33,1,0,2,1,1,1,1,1,1,0,0,3,20.05,669.45,0,0.03610146163515872
1,0,1,1,39,1,0,0,2,2,2,0,0,0,1,0,2,59.8,2343.85,0,0.06769591883087787
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,1,0.49953291137900563
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,48.6,48.6,0,0.5481608157202655
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95,1,0.67700427746444
1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,7511.9,0,0.0667494559846883
1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,25.1,1725.0,0,0.00863305637952943
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,49.75,49.75,0,0.20374280723106397
1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,1691.9,0,0.7366675540651044
1,0,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.0,2248.05,0,0.678109908522042
1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,4479.2,0,0.010741084368583013
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,0,0.12061523352449714
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,2,19.85,63.0,0,0.18565470834314757
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,1,0.8071205591669297
0,0,1,1,37,1,2,1,0,0,0,0,2,2,0,1,2,95.25,3314.15,0,0.49147042319523926
0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,1,0.628478306052939
1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,0,0.20476210792855795
1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,0,0.05420399708231557
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,20.15,91.4,0,0.1949897152359577
0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,101.25,3949.15,0,0.250362576024421
1,1,1,0,43,1,0,1,0,2,2,0,2,2,1,1,0,100.55,4304.0,0,0.2137593930669428
0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,1,0.1240360732832492
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,1554.9,0,0.005184413993952966
0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05,0,0.10719342282985599
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8,0,0.025865641671073487
0,0,1,1,64,0,1,0,0,2,2,2,0,2,2,0,2,49.85,3210.35,0,0.030159931167434872
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4,0,0.5248593535874283
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0,0.36033166714104115
1,0,1,0,40,1,0,1,0,2,2,0,0,0,1,0,2,80.8,3132.75,0,0.11927679228686372
0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,1,0.6109501456854023
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,1,0.8353720363554024
0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85,1,0.8734257177432996
0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,2106.3,0,0.02786796410909449
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.0,35.0,0,0.8131679878424874
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,1,0.4005145078457617
0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,6205.5,1,0.5687346543920713
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,903.7,0,0.005312782753332813
1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,85.15,503.6,1,0.5843838284326655
1,0,0,0,43,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3,0,0.041244052001879444
1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,20.0,879.8,0,0.005532242264200875
1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,0,0.5266916087609798
1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,0,0.005282797566895728
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.95,68.2,0,0.022440901680696054
1,0,1,1,9,1,0,0,0,2,0,2,0,0,0,0,3,54.8,452.8,0,0.11012997131701067
1,1,1,0,72,1,2,0,0,0,2,0,2,2,2,1,1,73.45,5329.0,0,0.042344773020294435
0,0,1,0,33,1,0,0,0,0,0,2,0,0,1,1,3,51.45,1758.9,0,0.03797998902821327
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,5737.6,0,0.009005703907999109
1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,1152.7,1,0.2298769659812259
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,1,0.3639274059945238
1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,2157.95,1,0.6241056009526377
1,0,0,0,15,1,0,1,0,0,2,0,2,0,0,0,2,85.3,1219.85,0,0.37471921815453424
1,1,1,0,29,1,2,1,0,0,0,2,0,0,0,1,2,79.3,2414.55,0,0.4162973822515501
0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,1155.6,0,0.0966594413736556
1,1,1,1,71,1,2,1,2,2,0,0,2,2,0,1,1,105.1,7548.1,1,0.5175983534172307
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35,0,0.0033476450222597954
0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4,0,0.6498942507512492
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0,0.45844178260716656
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.7,75.7,1,0.8071528212117687
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,0,0.4303963921475962
0,1,1,1,11,1,2,1,0,0,2,0,0,0,0,1,1,78.1,864.85,0,0.4959141703194309
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,3,19.3,228.75,0,0.005298899603565454
0,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,110.5,7752.05,0,0.06983287267140159
0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,1951.0,1,0.5934121343382917
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,470.6,0,0.08016763388010485
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,4060.9,0,0.030401534334334776
0,0,1,1,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,384.5,1,0.9148677595524295
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,3432.9,1,0.09400428765052751
1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,1,2,55.3,108.65,0,0.402048471567773
1,1,1,0,69,0,1,0,2,2,0,0,2,2,2,0,1,56.55,3952.65,0,0.05024593983140773
1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,80.5,463.05,1,0.5943841930995984
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,494.05,0,0.0058691084298283965
0,0,0,0,32,1,2,1,0,2,2,0,2,2,1,1,1,104.05,3416.85,0,0.19902829839650532
0,0,0,0,27,1,0,0,2,2,0,0,0,0,2,0,0,52.85,1498.65,0,0.010523634589287166
0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,104.3,2867.75,1,0.5579452525116932
1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4807.35,0,0.07788107759150488
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35,1,0.7890217937216291
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,471.35,0,0.023127944464413283
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,1041.8,0,0.009370045743903821
0,0,1,1,70,1,2,1,0,2,2,2,2,2,2,1,2,110.2,7689.8,0,0.03843377813259759
0,0,0,0,13,1,2,1,0,2,2,2,0,0,0,0,2,89.4,1132.35,1,0.48377554298724873
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,0,0.08938174083768549
1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,1311.3,0,0.0064251596433385705
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45,0,0.10372159238735523
1,1,0,0,19,1,0,1,2,0,0,0,0,2,0,1,2,87.3,1637.3,0,0.3312344477098672
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,0,0.003437064619912965
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,3,89.4,6376.55,0,0.005232436613108927
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,20.0,935.9,0,0.004374989197572007
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,0.20624110349764205
1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1611.15,0,0.15870771232529746
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,1,0.15021598551570292
1,1,1,0,67,1,2,1,0,2,0,2,2,2,2,0,0,102.9,6989.7,0,0.12639787827458632
1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2779.5,0,0.014340546598027283
1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1931.75,1,0.8357433503680983
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,8331.95,0,0.011154436893879113
0,1,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.2,735.9,0,0.009435877989070585
1,1,1,0,40,1,0,0,0,0,0,0,0,2,1,0,2,55.8,2283.3,0,0.1421564035051023
0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.2,1445.2,0,0.005143682487691542
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,1,81.0,818.05,1,0.6593928012668147
1,0,1,0,32,1,2,0,2,0,0,2,2,0,1,1,1,72.8,2333.05,0,0.034561447169678405
0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,99.85,1992.55,0,0.7946241693118299
0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,5890.0,0,0.288330222884545
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75,1,0.5118899790928726
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1029.8,0,0.017738461927138825
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0,0.005839965116685143
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0,0.06829571661544742
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,0,0.01733656510333426
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,0,0.5583216946287364
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1049.6,0,0.02199862236606455
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,734.6,0,0.13819885867073708
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,475.1,0,0.010584287779296373
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,1,0.7680768243863249
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1540.05,0,0.32778384778012704
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65,0,0.01687186866074068
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,3181.8,0,0.07015130753119703
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,229.7,0,0.55644318821746
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,5625.55,0,0.04730071633566991
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,6581.9,1,0.2949048291635073
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,1347.15,0,0.04721361441062789
0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3808.2,0,0.012688001927734657
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3974.15,0,0.23609635257008896
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8,0,0.02382055606187454
0,0,1,0,37,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2479.25,0,0.049397939384939214
